sentences,aos
you can't say its cheap because food is cheaper in chinatown.,"[([6], [], 0)]"
i have eaten there 3-4 times and the food was always good.,"[([8], [], 1)]"
"i wasn't thrilled to have to wait on line for thirty minutes, but i guess that's the price you pay for a popular place.","[([6], [], -1)]"
"great eats , good times.","[([1], [], 1)]"
"grilled whole fish wonderful, great spicing.","[([2], [], 1)]"
"for years, i thought tuscan cuisine was the best, but salvatore converted me to the hearty neapolitan fare on my first visit.","[([4, 5], [], 0), ([16, 17], [], 1)]"
"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!","[([3], [], -1), ([16], [], 1), ([20, 21], [], 1)]"
the service was great as well.,"[([1], [], 1)]"
try the lobster teriyaki and the rose special roll .,"[([2, 3], [], 1), ([6, 7, 8], [], 1)]"
another plus is most of the entrees are approx.,"[([6], [], 1)]"
"the food was delicious, the atmosphere was relaxed, and we have now adopted plate 347 as our secret on second!","[([1], [], 1), ([5], [], 1)]"
from the moment we walked in they were more than accomodating even though the place was packed.,"[([14], [], -1)]"
"i found the food , service and value exceptional everytime i have been there.","[([3], [], 1), ([5], [], 1), ([7], [], 1)]"
we ate at this thai place following the reviews but very unhappy with the foods .,"[([14], [], -1)]"
"the food is definitely good, but i left a bit disappointed.","[([1], [], 1)]"
"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner , and i was still hungry after my visit to this place!","[([8, 9, 10], [], 0), ([13, 14, 15], [], 0), ([19], [], 0)]"
"the drinks are a saving grace, but service staff , please, get over yourselves.","[([1], [], 1), ([7, 8], [], -1)]"
there is a downside if you're ordering in -- the delivery guys have major attitude.,"[([10, 11], [], -1)]"
the all-italian staff is warm and engaging from the start.,"[([2], [], 1)]"
the prices are exceptionally reasonable for food of this caliber.,"[([1], [], 1), ([6], [], 1)]"
if you go here - your focus should be the tamarind margaritas .,"[([10, 11], [], 1)]"
the filet mignon dish was superb!,"[([1, 2, 3], [], 1)]"
i had been a regular due to the consistently good food and ease of getting a table .,"[([10], [], 1), ([14, 15, 16], [], 1)]"
this place is the most japanese it can ever get.,"[([1], [], 1)]"
"the food is good, i can't lie.","[([1], [], 1)]"
"great food , lt's of it, more then one person can eat!","[([1], [], 1)]"
"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.","[([13, 14, 15, 16], [], 1), ([22], [], 1), ([28], [], 1)]"
"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.","[([1], [], 0)]"
cozy romantic atomosphere with only around 15 tables at most.,"[([2], [], 1), ([7], [], 1)]"
this place is worth going even if only for their beer .,"[([10], [], 1)]"
i really like both the scallops and the mahi mahi (on saffron risotto -yum!).,"[([5], [], 1), ([8, 9, 10, 11, 12], [], 1)]"
"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","[([1], [], 1), ([7], [], 1), ([17], [], 1)]"
"do not get the go go hamburgers , no matter what the reviews say.","[([4, 5, 6], [], -1)]"
the sandwhiches are out-of-this world!,"[([1], [], 1)]"
"if you live in upper manhattan, siam square is the place for thia food .","[([12, 13], [], 1)]"
decor is charming.,"[([0], [], 1)]"
the food was very well prepared.,"[([1], [], 1)]"
really tasty spring rolls and noodles for a good price though.,"[([2, 3], [], 1), ([5], [], 1), ([9], [], 1)]"
"good, because hey, it's more food , but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.","[([5], [], 1), ([10, 11], [], -1), ([17], [], -1), ([24], [], 0), ([30], [], 0)]"
"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.","[([10], [], -1), ([14], [], -1), ([21], [], 1)]"
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff .","[([1], [], 1), ([7], [], 1), ([16], [], 1), ([34], [], 1)]"
"the food arrived 20 minutes after i called, cold and soggy.","[([1], [], -1)]"
"if you go for the pre-theatre menu , it's an even greater deal.","[([5, 6], [], 1)]"
"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size , kai is your place.","[([13], [], 1), ([15], [], 1), ([18, 19], [], -1)]"
"the prices cannot be beat for the quality , quantity , freshness and taste .","[([1], [], 1), ([7], [], 1), ([9], [], 1), ([11], [], 1), ([13], [], 1)]"
"check it out, it won't hurt your stomach or your wallet .","[([7], [], 1), ([10], [], 1)]"
"little tonino's is just awesome, our favorite delivery place in kennsington, honestly the best gnochi i have ever had!","[([14], [], 1)]"
incredibly poor service an food quality at exorbitant prices .,"[([2], [], -1), ([4, 5], [], -1), ([8], [], -1)]"
i have been about 4 times and have always had a great meal .,"[([12], [], 1)]"
i go back in line like three times on average until i can't walk anymore.,"[([4], [], -1)]"
we usually just get some of the dinner specials and they are very reasonably priced and very tasty.,"[([7, 8], [], 1), ([14], [], 1)]"
horrible food and horrible service .,"[([1], [], -1), ([4], [], -1)]"
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling .,"[([1], [], 1), ([3], [], 1), ([13], [], 1), ([15, 16], [], 1)]"
they treated us well and the food was extremely fresh and well-prepared.,"[([6], [], 1)]"
their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu .,"[([1, 2], [], 1), ([9, 10], [], 1), ([13, 14], [], 1), ([20, 21, 22, 23], [], 1)]"
the big complaint: no toasting available.,"[([4], [], -1)]"
"even if the food wasn't this good, the garden is a great place to sit outside and relax.","[([3], [], 1), ([8], [], 1), ([12], [], 1)]"
"volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","[([20], [], 1)]"
"the food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal .","[([1], [], -1), ([6], [], -1), ([15], [], -1), ([23], [], 0)]"
"the chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.","[([1], [], 1), ([3], [], 1), ([12, 13], [], 1)]"
we saw them heating up at least one frozen item though i'm not sure which dim sum dish it was.,"[([15, 16, 17], [], -1)]"
no you're going to go back because the food was good.,"[([8], [], 1)]"
the food was great and the service was even better.,"[([1], [], 1), ([6], [], 1)]"
"while this can hardly be called a restaurant, it is possibly the best deal in manhatten: $4 for a plate heaped with rice and 2-3 entrees .","[([22], [], 1), ([25], [], 1)]"
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"[([0, 1, 2], [], 1), ([7], [], -1)]"
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt ).,"[([1], [], 1), ([15, 16], [], 1), ([22], [], 1), ([24, 25], [], 1), ([31, 32], [], 1)]"
"consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.","[([2], [], -1)]"
my son and his girlfriend both wanted cheeseburgers and they were huge!,"[([7], [], 1)]"
i really recommend the very simple unda (egg) rolls .,"[([6, 7, 8], [], 1)]"
very good wine choices .,"[([2, 3], [], 1)]"
"this is the only thai place i go too in nyc, it's wonderful, and live relaxed jazz on certain nights.","[([16], [], 1)]"
we were seated and ignored by waitstaff .,"[([6], [], -1)]"
"if you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.","[([18, 19], [], 1), ([22], [], 1)]"
they showed up 15 minutes after the tuna melt.,"[([7], [], 1)]"
"tasty steak , pork loin , the works.","[([1], [], 1), ([3, 4], [], 1)]"
i went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait .,"[([10], [], 0), ([25], [], -1)]"
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,"[([13], [], 1), ([16], [], 1)]"
"the burger was great, also.","[([1], [], 1)]"
"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.","[([5], [], -1), ([15], [], -1)]"
"just because it's cheap does not mean the portions are small or the food is nasty, it is great!","[([8], [], 1), ([13], [], 1)]"
the pizza was great.,"[([1], [], 1)]"
i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,"[([4, 5], [], 1)]"
"however, it's the service that leaves a bad taste in my mouth.","[([3], [], -1)]"
"when we notified him that he didn't mention the specials , he didn't apologize but let us know that we made a very good decision regardless.","[([9], [], 0)]"
the price was extremely reasonable for the appetizers and food we ate.,"[([1], [], 1), ([7], [], 1), ([9], [], 1)]"
"don't dine at tamarind for the vegetarian dishes , they are simply not up to par with the non-veg selections .","[([6, 7], [], -1), ([18, 19], [], 1)]"
kenny the owner is always there and he treats my family like we are part of his family.,"[([2], [], 1)]"
they need a kick out of it but until then the sushi is pretty good and the place is consistent.,"[([11], [], 1), ([17], [], 1)]"
i've had to wait only a few times during lunch but this place is definitely worth the wait .,"[([9], [], 0), ([17], [], 1)]"
all in all the food was above average and i would return to see how they operate with four or less dinners .,"[([4], [], 1), ([21], [], 0)]"
"delicious food , excellent service , and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch !","[([1], [], 1), ([4], [], 1), ([9], [], 1), ([16], [], 1), ([20, 21], [], 1), ([29], [], 1)]"
"for appetizers , i recommend the shrimp fritters and dumplings .","[([1], [], 0), ([6, 7], [], 1), ([9], [], 1)]"
such nice people working here - but i have to review the food .,"[([2], [], 1), ([12], [], 0)]"
"the restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.","[([12, 13], [], -1)]"
try the times square cocktail -- ginger lemonade with vodka (also available without vodka.),"[([2, 3, 4], [], 1), ([6, 7, 8, 9], [], 1)]"
veal parmigana - better than patsy's!,"[([0, 1], [], 1)]"
"great wine , great food .","[([1], [], 1), ([4], [], 1)]"
"the service was mediocre, and the lack of air conditioning made for a less than comfortable meal .","[([1], [], 0), ([8, 9], [], -1), ([16], [], -1)]"
the food and staff always surprise me with the new heights they are taken to.,"[([1], [], 1), ([3], [], 1)]"
went to ottimo and was expecting outstanding pizza (as i love la pizza fresca).,"[([7], [], 0)]"
honestly the worst sushi my husband and i had in our entire lives.,"[([3], [], -1)]"
"however, if you want great food at a great price and don't mind the decor , you can't beat this place.","[([5], [], 1), ([9], [], 1), ([14], [], -1)]"
what makes this restaurant special are the authentic sichuan cooking and being the only one in nyc that offers authentic chongqing hotpot .,"[([8, 9], [], 1), ([20, 21], [], 1)]"
